db_id,question,query_toks,query_toks_no_value,sql_string,db_id_id,question_id,query_toks_id,query_toks_no_value_id,sql_string_id
,,t3,domain_author,,,,t3,domain_penulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,join,,,,AS,join,
,,t1,author,,,,t1,pengarang,
,,ON,as,,,,ON,as,
,,t3.aid,t1,,,,t3.bantuan,t1,
,,=,on,,,,=,on,
,,t1.aid,t3,,,,t1.bantuan,t3,
,,JOIN,.,,,,JOIN,.,
,,DOMAIN,aid,,,,DOMAIN,bantuan,
,,AS,=,,,,AS,=,
,,t2,t1,,,,t2,t1,
,,ON,.,,,,ON,.,
,,t2.did,aid,,,,t2.did,bantuan,
,,=,join,,,,=,join,
,,t3.did,domain,,,,t3.did,domain,
,,WHERE,as,,,,WHERE,as,
,,t1.name,t2,,,,t1.nama,t2,
,,=,on,,,,=,on,
,,``,t2,,,,``,t2,
,,H.,.,,,,H.,.,
,,V.,did,,,,V.,telah_melakukan,
,,Jagadish,=,,,,Jagadish,=,
,,',t3,,,,',t3,
,,;,.,,,,;,.,
,,,did,,,,,telah_melakukan,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the authors of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya penulis "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,writes,name,,,,menulis,nama,
,,AS,from,,,,AS,from,
,,t2,writes,,,,t2,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t2,,,,pengarang,t2,
,,AS,join,,,,AS,join,
,,t1,author,,,,t1,pengarang,
,,ON,as,,,,ON,as,
,,t2.aid,t1,,,,t2.bantuan,t1,
,,=,on,,,,=,on,
,,t1.aid,t2,,,,t1.bantuan,t2,
,,JOIN,.,,,,JOIN,.,
,,publication,aid,,,,publikasi,bantuan,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t2.pid,aid,,,,t2.pid,bantuan,
,,=,join,,,,=,join,
,,t3.pid,publication,,,,t3.pid,publikasi,
,,WHERE,as,,,,WHERE,as,
,,t3.title,t3,,,,t3.judul,t3,
,,=,on,,,,=,on,
,,``,t2,,,,``,t2,
,,Making,.,,,,Pembuatan,.,
,,database,pid,,,,database,pid,
,,systems,=,,,,sistem,=,
,,usable,t3,,,,dapat_digunakan,t3,
,,',.,,,,',.,
,,;,pid,,,,;,pid,
,,,where,,,,,where,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,title,,,,,title,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the conference, which published "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya konferensi, yang menerbitkan "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t2,publication,,,,t2,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t2,,,,konferensi,t2,
,,AS,join,,,,AS,join,
,,t1,conference,,,,t1,konferensi,
,,ON,as,,,,ON,as,
,,t2.cid,t1,,,,t2.cid,t1,
,,=,on,,,,=,on,
,,t1.cid,t2,,,,t1.cid,t2,
,,WHERE,.,,,,WHERE,.,
,,t2.title,cid,,,,t2.judul,cid,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,Making,.,,,,Pembuatan,.,
,,database,cid,,,,database,cid,
,,systems,where,,,,sistem,where,
,,usable,t2,,,,dapat_digunakan,t2,
,,',.,,,,',.,
,,;,title,,,,;,title,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the papers by "" H. V. Jagadish "" .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan padaku surat-surat dari ""H.V. Jagadish"".",SELECT,select,"""H.V. Jagadish"""
,,t3.title,t3,,,,t3.judul,t3,
,,FROM,.,,,,FROM,.,
,,writes,title,,,,menulis,title,
,,AS,from,,,,AS,from,
,,t2,writes,,,,t2,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t2,,,,pengarang,t2,
,,AS,join,,,,AS,join,
,,t1,author,,,,t1,pengarang,
,,ON,as,,,,ON,as,
,,t2.aid,t1,,,,t2.bantuan,t1,
,,=,on,,,,=,on,
,,t1.aid,t2,,,,t1.bantuan,t2,
,,JOIN,.,,,,JOIN,.,
,,publication,aid,,,,publikasi,bantuan,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t2.pid,aid,,,,t2.pid,bantuan,
,,=,join,,,,=,join,
,,t3.pid,publication,,,,t3.pid,publikasi,
,,WHERE,as,,,,WHERE,as,
,,t1.name,t3,,,,t1.nama,t3,
,,=,on,,,,=,on,
,,``,t2,,,,``,t2,
,,H.,.,,,,H.,.,
,,V.,pid,,,,V.,pid,
,,Jagadish,=,,,,Jagadish,=,
,,',t3,,,,',t3,
,,;,.,,,,;,.,
,,,pid,,,,,pid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the papers on VLDB conference .,SELECT,select,"""VLDB""",akademik,kembalikan saya makalah tentang konferensi VLDB.,SELECT,select,"""VLDB"""
,,t2.title,t2,,,,t2.judul,t2,
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t2,publication,,,,t2,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t2,,,,konferensi,t2,
,,AS,join,,,,AS,join,
,,t1,conference,,,,t1,konferensi,
,,ON,as,,,,ON,as,
,,t2.cid,t1,,,,t2.cid,t1,
,,=,on,,,,=,on,
,,t1.cid,t2,,,,t1.cid,t2,
,,WHERE,.,,,,WHERE,.,
,,t1.name,cid,,,,t1.nama,cid,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,VLDB,.,,,,VLDB,.,
,,',cid,,,,',cid,
,,;,where,,,,;,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the papers on PVLDB .,SELECT,select,"""PVLDB""",akademik,kembalikan saya surat-surat tentang PVLDB.,SELECT,select,"""PVLDB"""
,,t2.title,t2,,,,t2.judul,t2,
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t2,publication,,,,t2,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t2,,,,journal,t2,
,,AS,join,,,,AS,join,
,,t1,journal,,,,t1,journal,
,,ON,as,,,,ON,as,
,,t2.jid,t1,,,,t2.jid,t1,
,,=,on,,,,=,on,
,,t1.jid,t2,,,,t1.jid,t2,
,,WHERE,.,,,,WHERE,.,
,,t1.name,jid,,,,t1.nama,jid,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,PVLDB,.,,,,PVLDB,.,
,,',jid,,,,',jid,
,,;,where,,,,;,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the papers on PVLDB after 2000 .,SELECT,select,"""PVLDB""",akademik,kembalikan saya surat-surat tentang PVLDB setelah tahun 2000.,SELECT,select,"""PVLDB"""
,,t2.title,t2,,,,t2.judul,t2,
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t2,publication,,,,t2,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t2,,,,journal,t2,
,,AS,join,,,,AS,join,
,,t1,journal,,,,t1,journal,
,,ON,as,,,,ON,as,
,,t2.jid,t1,,,,t2.jid,t1,
,,=,on,,,,=,on,
,,t1.jid,t2,,,,t1.jid,t2,
,,WHERE,.,,,,WHERE,.,
,,t1.name,jid,,,,t1.nama,jid,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,PVLDB,.,,,,PVLDB,.,
,,',jid,,,,',jid,
,,AND,where,,,,AND,where,
,,t2.year,t1,,,,t2.tahun,t1,
,,>,.,,,,>,.,
,,2000,name,,,,2000,nama,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,return me the papers on VLDB conference after 2000 .,SELECT,select,"""VLDB""",akademik,kembalikan saya makalah tentang konferensi VLDB setelah tahun 2000.,SELECT,select,"""VLDB"""
,,t2.title,t2,,,,t2.judul,t2,
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t2,publication,,,,t2,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t2,,,,konferensi,t2,
,,AS,join,,,,AS,join,
,,t1,conference,,,,t1,konferensi,
,,ON,as,,,,ON,as,
,,t2.cid,t1,,,,t2.cid,t1,
,,=,on,,,,=,on,
,,t1.cid,t2,,,,t1.cid,t2,
,,WHERE,.,,,,WHERE,.,
,,t1.name,cid,,,,t1.nama,cid,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,VLDB,.,,,,VLDB,.,
,,',cid,,,,',cid,
,,AND,where,,,,AND,where,
,,t2.year,t1,,,,t2.tahun,t1,
,,>,.,,,,>,.,
,,2000,name,,,,2000,nama,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,"return me the papers by "" H. V. Jagadish "" on PVLDB .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan saya kertas karya ""H.V. Jagadish"" di PVLDB.",SELECT,select,"""H.V. Jagadish"""
,,t4.title,t4,"""PVLDB""",,,t4.judul,t4,"""PVLDB"""
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t4,,,,journal,t4,
,,AS,join,,,,AS,join,
,,t2,journal,,,,t2,journal,
,,ON,as,,,,ON,as,
,,t4.jid,t2,,,,t4.jid,t2,
,,=,on,,,,=,on,
,,t2.jid,t4,,,,t2.jid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,jid,,,,menulis,jid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,jid,,,,t3.pid,jid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t1.name,pid,,,,t1.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,H.,as,,,,H.,as,
,,V.,t1,,,,V.,t1,
,,Jagadish,on,,,,Jagadish,on,
,,',t3,,,,',t3,
,,AND,.,,,,AND,.,
,,t2.name,aid,,,,t2.nama,bantuan,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,PVLDB,.,,,,PVLDB,.,
,,',aid,,,,',bantuan,
,,;,where,,,,;,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the papers by "" H. V. Jagadish "" on VLDB conference .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan saya makalah yang ditulis oleh ""H.V. Jagadish"" pada konferensi VLDB.",SELECT,select,"""H.V. Jagadish"""
,,t4.title,t4,"""VLDB""",,,t4.judul,t4,"""VLDB"""
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t1.name,pid,,,,t1.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,H.,as,,,,H.,as,
,,V.,t1,,,,V.,t1,
,,Jagadish,on,,,,Jagadish,on,
,,',t3,,,,',t3,
,,AND,.,,,,AND,.,
,,t2.name,aid,,,,t2.nama,bantuan,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,VLDB,.,,,,VLDB,.,
,,',aid,,,,',bantuan,
,,;,where,,,,;,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the papers by "" H. V. Jagadish "" after 2000 .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan padaku surat-surat ""H.V. Jagadish"" setelah tahun 2000.",SELECT,select,"""H.V. Jagadish"""
,,t3.title,t3,,,,t3.judul,t3,
,,FROM,.,,,,FROM,.,
,,writes,title,,,,menulis,title,
,,AS,from,,,,AS,from,
,,t2,writes,,,,t2,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t2,,,,pengarang,t2,
,,AS,join,,,,AS,join,
,,t1,author,,,,t1,pengarang,
,,ON,as,,,,ON,as,
,,t2.aid,t1,,,,t2.bantuan,t1,
,,=,on,,,,=,on,
,,t1.aid,t2,,,,t1.bantuan,t2,
,,JOIN,.,,,,JOIN,.,
,,publication,aid,,,,publikasi,bantuan,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t2.pid,aid,,,,t2.pid,bantuan,
,,=,join,,,,=,join,
,,t3.pid,publication,,,,t3.pid,publikasi,
,,WHERE,as,,,,WHERE,as,
,,t1.name,t3,,,,t1.nama,t3,
,,=,on,,,,=,on,
,,``,t2,,,,``,t2,
,,H.,.,,,,H.,.,
,,V.,pid,,,,V.,pid,
,,Jagadish,=,,,,Jagadish,=,
,,',t3,,,,',t3,
,,AND,.,,,,AND,.,
,,t3.year,pid,,,,t3.tahun,pid,
,,>,where,,,,>,where,
,,2000,t1,,,,2000,t1,
,,;,.,,,,;,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,"return me the papers by "" H. V. Jagadish "" on PVLDB after 2000 .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan saya surat kabar ""H.V. Jagadish"" di PVLDB setelah tahun 2000.",SELECT,select,"""H.V. Jagadish"""
,,t4.title,t4,"""PVLDB""",,,t4.judul,t4,"""PVLDB"""
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t4,,,,journal,t4,
,,AS,join,,,,AS,join,
,,t2,journal,,,,t2,journal,
,,ON,as,,,,ON,as,
,,t4.jid,t2,,,,t4.jid,t2,
,,=,on,,,,=,on,
,,t2.jid,t4,,,,t2.jid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,jid,,,,menulis,jid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,jid,,,,t3.pid,jid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t1.name,pid,,,,t1.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,H.,as,,,,H.,as,
,,V.,t1,,,,V.,t1,
,,Jagadish,on,,,,Jagadish,on,
,,',t3,,,,',t3,
,,AND,.,,,,AND,.,
,,t2.name,aid,,,,t2.nama,bantuan,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,PVLDB,.,,,,PVLDB,.,
,,',aid,,,,',bantuan,
,,AND,where,,,,AND,where,
,,t4.year,t1,,,,t4.tahun,t1,
,,>,.,,,,>,.,
,,2000,name,,,,2000,nama,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,"return me the papers by "" H. V. Jagadish "" on VLDB conference after 2000 .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan kepada saya makalah yang ditulis oleh ""H.V. Jagadish"" pada konferensi VLDB setelah tahun 2000.",SELECT,select,"""H.V. Jagadish"""
,,t4.title,t4,"""VLDB""",,,t4.judul,t4,"""VLDB"""
,,FROM,.,,,,FROM,.,
,,publication,title,,,,publikasi,title,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t1.name,pid,,,,t1.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,H.,as,,,,H.,as,
,,V.,t1,,,,V.,t1,
,,Jagadish,on,,,,Jagadish,on,
,,',t3,,,,',t3,
,,AND,.,,,,AND,.,
,,t2.name,aid,,,,t2.nama,bantuan,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,VLDB,.,,,,VLDB,.,
,,',aid,,,,',bantuan,
,,AND,where,,,,AND,where,
,,t4.year,t1,,,,t4.tahun,t1,
,,>,.,,,,>,.,
,,2000,name,,,,2000,nama,
,,;,=,,,,;,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,return me the area of the VLDB conference .,SELECT,select,"""VLDB""",akademik,kembalikan padaku area konferensi VLDB.,SELECT,select,"""VLDB"""
,,t2.name,t2,,,,t2.nama,t2,
,,FROM,.,,,,FROM,.,
,,domain_conference,name,,,,domain_konferensi,nama,
,,AS,from,,,,AS,from,
,,t3,domain_conference,,,,t3,domain_konferensi,
,,JOIN,as,,,,JOIN,as,
,,conference,t3,,,,konferensi,t3,
,,AS,join,,,,AS,join,
,,t1,conference,,,,t1,konferensi,
,,ON,as,,,,ON,as,
,,t3.cid,t1,,,,t3.cid,t1,
,,=,on,,,,=,on,
,,t1.cid,t3,,,,t1.cid,t3,
,,JOIN,.,,,,JOIN,.,
,,DOMAIN,cid,,,,DOMAIN,cid,
,,AS,=,,,,AS,=,
,,t2,t1,,,,t2,t1,
,,ON,.,,,,ON,.,
,,t2.did,cid,,,,t2.did,cid,
,,=,join,,,,=,join,
,,t3.did,domain,,,,t3.did,domain,
,,WHERE,as,,,,WHERE,as,
,,t1.name,t2,,,,t1.nama,t2,
,,=,on,,,,=,on,
,,``,t2,,,,``,t2,
,,VLDB,.,,,,VLDB,.,
,,',did,,,,',telah_melakukan,
,,;,=,,,,;,=,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,did,,,,,telah_melakukan,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the authors who have papers in the VLDB conference .,SELECT,select,"""VLDB""",akademik,kembalikan saya penulis yang memiliki makalah di konferensi VLDB.,SELECT,select,"""VLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,VLDB,as,,,,VLDB,as,
,,',t1,,,,',t1,
,,;,on,,,,;,on,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me all the keywords in Databases area .,SELECT,select,"""Databases""",akademik,kembalikan saya semua kata kunci di area Database.,SELECT,select,"""Database"""
,,t1.keyword,t1,,,,t1.kata_kunci,t1,
,,FROM,.,,,,FROM,.,
,,DOMAIN,keyword,,,,DOMAIN,kata_kunci,
,,AS,from,,,,AS,from,
,,t3,domain,,,,t3,domain,
,,JOIN,as,,,,JOIN,as,
,,domain_keyword,t3,,,,domain_kata_kunci,t3,
,,AS,join,,,,AS,join,
,,t2,domain_keyword,,,,t2,domain_kata_kunci,
,,ON,as,,,,ON,as,
,,t3.did,t2,,,,t3.did,t2,
,,=,on,,,,=,on,
,,t2.did,t3,,,,t2.did,t3,
,,JOIN,.,,,,JOIN,.,
,,keyword,did,,,,kata_kunci,telah_melakukan,
,,AS,=,,,,AS,=,
,,t1,t2,,,,t1,t2,
,,ON,.,,,,ON,.,
,,t1.kid,did,,,,t1.anak,telah_melakukan,
,,=,join,,,,=,join,
,,t2.kid,keyword,,,,t2.anak,kata_kunci,
,,WHERE,as,,,,WHERE,as,
,,t3.name,t1,,,,t3.nama,t1,
,,=,on,,,,=,on,
,,``,t1,,,,``,t1,
,,Databases,.,,,,Databases,.,
,,',kid,,,,',anak,
,,;,=,,,,;,=,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,kid,,,,,anak,
,,,where,,,,,where,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me all the papers, which contain the keyword "" Natural Language "" .",SELECT,select,"""Natural Language""",akademik,"kembalikan semua kertas yang mengandung kata kunci ""Bahasa Alami"".",SELECT,select,"""Bahasa Alami"""
,,t3.title,t3,,,,t3.judul,t3,
,,FROM,.,,,,FROM,.,
,,publication_keyword,title,,,,publikasi_kata_kunci,title,
,,AS,from,,,,AS,from,
,,t2,publication_keyword,,,,t2,publikasi_kata_kunci,
,,JOIN,as,,,,JOIN,as,
,,keyword,t2,,,,kata_kunci,t2,
,,AS,join,,,,AS,join,
,,t1,keyword,,,,t1,kata_kunci,
,,ON,as,,,,ON,as,
,,t2.kid,t1,,,,t2.anak,t1,
,,=,on,,,,=,on,
,,t1.kid,t2,,,,t1.anak,t2,
,,JOIN,.,,,,JOIN,.,
,,publication,kid,,,,publikasi,anak,
,,AS,=,,,,AS,=,
,,t3,t1,,,,t3,t1,
,,ON,.,,,,ON,.,
,,t3.pid,kid,,,,t3.pid,anak,
,,=,join,,,,=,join,
,,t2.pid,publication,,,,t2.pid,publikasi,
,,WHERE,as,,,,WHERE,as,
,,t1.keyword,t3,,,,t1.kata_kunci,t3,
,,=,on,,,,=,on,
,,``,t3,,,,``,t3,
,,Natural,.,,,,Natural,.,
,,Language,pid,,,,Language,pid,
,,',=,,,,',=,
,,;,t2,,,,;,t2,
,,,.,,,,,.,
,,,pid,,,,,pid,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,keyword,,,,,kata_kunci,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the keywords of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya kata kunci "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,t1.keyword,t1,,,,t1.kata_kunci,t1,
,,FROM,.,,,,FROM,.,
,,publication_keyword,keyword,,,,publikasi_kata_kunci,kata_kunci,
,,AS,from,,,,AS,from,
,,t3,publication_keyword,,,,t3,publikasi_kata_kunci,
,,JOIN,as,,,,JOIN,as,
,,keyword,t3,,,,kata_kunci,t3,
,,AS,join,,,,AS,join,
,,t1,keyword,,,,t1,kata_kunci,
,,ON,as,,,,ON,as,
,,t3.kid,t1,,,,t3.anak,t1,
,,=,on,,,,=,on,
