db_id,query_toks,question,db_id_id,query_toks_id,question_id
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,<,,,<,
,(,,,(,
,SELECT,,,SELECT,
,min,,,min,
,(,,,(,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,),,,),
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T3,,,T3,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T4,,,T4,
,ON,,,ON,
,T3.reported_by_staff_id,,,T3.id_dilaporkan_oleh_staff,
,=,,,=,
,T4.staff_id,,,T4.id_staff,
,WHERE,,,WHERE,
,T4.staff_first_name,,,T4.staff_first_nama,
,=,,,=,
,``,,,``,
,Lysanne,,,Lisana,
,',,,',
,AND,,,AND,
,T4.staff_last_name,,,T4.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Turcotte,,,Turcotte,
,',,,',
,),,,),
tracking_software_problems,SELECT,What are the ids of the problems reported after the date of any problems reported by Rylan Homenick?,masalah_perangkat_lunak_pelacakan,SELECT,Apa saja id masalah yang dilaporkan setelah tanggal masalah yang dilaporkan oleh Rylan Homenick?
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,max,,,max,
,(,,,(,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,),,,),
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T3,,,T3,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T4,,,T4,
,ON,,,ON,
,T3.reported_by_staff_id,,,T3.id_dilaporkan_oleh_staff,
,=,,,=,
,T4.staff_id,,,T4.id_staff,
,WHERE,,,WHERE,
,T4.staff_first_name,,,T4.staff_first_nama,
,=,,,=,
,``,,,``,
,Rylan,,,Rylan,
,',,,',
,AND,,,AND,
,T4.staff_last_name,,,T4.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Homenick,,,nama_panggilan_rumah,
,',,,',
,),,,),
tracking_software_problems,SELECT,Find the ids of the problems reported after the date of any problems reported by the staff Rylan Homenick.,masalah_perangkat_lunak_pelacakan,SELECT,Temukan id masalah yang dilaporkan setelah tanggal masalah apa pun yang dilaporkan oleh staf Rylan Homenick.
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,max,,,max,
,(,,,(,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,),,,),
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T3,,,T3,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T4,,,T4,
,ON,,,ON,
,T3.reported_by_staff_id,,,T3.id_dilaporkan_oleh_staff,
,=,,,=,
,T4.staff_id,,,T4.id_staff,
,WHERE,,,WHERE,
,T4.staff_first_name,,,T4.staff_first_nama,
,=,,,=,
,``,,,``,
,Rylan,,,Rylan,
,',,,',
,AND,,,AND,
,T4.staff_last_name,,,T4.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Homenick,,,nama_panggilan_rumah,
,',,,',
,),,,),
tracking_software_problems,SELECT,Find the top 3 products which have the largest number of problems?,masalah_perangkat_lunak_pelacakan,SELECT,Temukan 3 produk teratas yang memiliki jumlah masalah terbanyak?
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.product_name,,,T2.nama_produk,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,3,,,3,
tracking_software_problems,SELECT,What are the three products that have the most problems?s,masalah_perangkat_lunak_pelacakan,SELECT,Apa tiga produk yang paling banyak bermasalah?
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.product_name,,,T2.nama_produk,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,3,,,3,
tracking_software_problems,SELECT,"List the ids of the problems from the product ""voluptatem"" that are reported after 1995?",masalah_perangkat_lunak_pelacakan,SELECT,"Sebutkan id masalah dari produk ""voluptatem"" yang dilaporkan setelah tahun 1995?"
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T2.product_name,,,T2.nama_produk,
,=,,,=,
,``,,,``,
,voluptatem,,,voluptatem,
,',,,',
,AND,,,AND,
,T1.date_problem_reported,,,T1.tanggal_masalah_dilaporkan,
,>,,,>,
,``,,,``,
,1995,,,1995,
,',,,',
tracking_software_problems,SELECT,"What are the ids of the problems that are from the product ""voluptatem"" and are reported after 1995?",masalah_perangkat_lunak_pelacakan,SELECT,"Apa saja ID masalah yang berasal dari produk ""voluptatem"" dan dilaporkan setelah tahun 1995?"
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T2.product_name,,,T2.nama_produk,
,=,,,=,
,``,,,``,
,voluptatem,,,voluptatem,
,',,,',
,AND,,,AND,
,T1.date_problem_reported,,,T1.tanggal_masalah_dilaporkan,
,>,,,>,
,``,,,``,
,1995,,,1995,
,',,,',
tracking_software_problems,SELECT,"Find the first and last name of the staff members who reported problems from the product ""rem"" but not ""aut""?",masalah_perangkat_lunak_pelacakan,SELECT,"Temukan nama depan dan belakang anggota staf yang melaporkan masalah dari produk ""rem"" tetapi bukan ""aut""?"
,T3.staff_first_name,,,T3.staff_first_nama,
,",",,,",",
,T3.staff_last_name,,,T3.staff_nama_akhir,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T2.product_name,,,T2.nama_produk,
,=,,,=,
,``,,,``,
,rem,,,rem,
,',,,',
,EXCEPT,,,EXCEPT,
,SELECT,,,SELECT,
,T3.staff_first_name,,,T3.staff_first_nama,
,",",,,",",
,T3.staff_last_name,,,T3.staff_nama_akhir,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T2.product_name,,,T2.nama_produk,
,=,,,=,
,``,,,``,
,aut,,,aut,
,',,,',
tracking_software_problems,SELECT,"Which staff members who reported problems from the product ""rem"" but not ""aut""? Give me their first and last names.",masalah_perangkat_lunak_pelacakan,SELECT,"Anggota staf mana yang melaporkan masalah dari produk ""rem"" tetapi bukan ""aut""? Beri saya nama depan dan belakang mereka."
,T3.staff_first_name,,,T3.staff_first_nama,
,",",,,",",
,T3.staff_last_name,,,T3.staff_nama_akhir,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T2.product_name,,,T2.nama_produk,
,=,,,=,
,``,,,``,
,rem,,,rem,
,',,,',
,EXCEPT,,,EXCEPT,
,SELECT,,,SELECT,
,T3.staff_first_name,,,T3.staff_first_nama,
,",",,,",",
,T3.staff_last_name,,,T3.staff_nama_akhir,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T2.product_name,,,T2.nama_produk,
,=,,,=,
,``,,,``,
,aut,,,aut,
,',,,',
tracking_software_problems,SELECT,Find the products which have problems reported by both Lacey Bosco and Kenton Champlin?,masalah_perangkat_lunak_pelacakan,SELECT,Temukan produk yang bermasalah seperti yang dilaporkan oleh Lacey Bosco dan Kenton Champlin?
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T3.staff_first_name,,,T3.staff_first_nama,
,=,,,=,
,``,,,``,
,Lacey,,,renda,
,',,,',
,AND,,,AND,
,T3.staff_last_name,,,T3.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Bosco,,,Bosco,
,',,,',
,INTERSECT,,,INTERSECT,
,SELECT,,,SELECT,
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T3.staff_first_name,,,T3.staff_first_nama,
,=,,,=,
,``,,,``,
,Kenton,,,Kenton,
,',,,',
,AND,,,AND,
,T3.staff_last_name,,,T3.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Champlin,,,Champlin,
,',,,',
tracking_software_problems,SELECT,Which products have problems reported by both the staff named Lacey Bosco and the staff named Kenton Champlin?,masalah_perangkat_lunak_pelacakan,SELECT,Produk mana yang bermasalah yang dilaporkan oleh staf bernama Lacey Bosco dan staf bernama Kenton Champlin?
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T3.staff_first_name,,,T3.staff_first_nama,
,=,,,=,
,``,,,``,
,Lacey,,,renda,
,',,,',
,AND,,,AND,
,T3.staff_last_name,,,T3.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Bosco,,,Bosco,
,',,,',
,INTERSECT,,,INTERSECT,
,SELECT,,,SELECT,
,T2.product_name,,,T2.nama_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,AND,,,AND,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T3.staff_id,,,T3.id_staff,
,WHERE,,,WHERE,
,T3.staff_first_name,,,T3.staff_first_nama,
,=,,,=,
,``,,,``,
,Kenton,,,Kenton,
,',,,',
,AND,,,AND,
,T3.staff_last_name,,,T3.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Champlin,,,Champlin,
,',,,',
shop_membership,SELECT,How many branches where have more than average number of memberships are there?,toko_keanggotaan,SELECT,Berapa banyak cabang yang jumlah anggotanya melebihi rata-rata?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,membership_amount,,,keanggotaan_jumlah,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,avg,,,avg,
,(,,,(,
,membership_amount,,,keanggotaan_jumlah,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,),,,),
shop_membership,SELECT,What is the number of branches that have more than the average number of memberships?,toko_keanggotaan,SELECT,Berapa jumlah cabang yang jumlah anggotanya melebihi rata-rata?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,membership_amount,,,keanggotaan_jumlah,
,>,,,>,
,(,,,(,
,SELECT,,,SELECT,
,avg,,,avg,
,(,,,(,
,membership_amount,,,keanggotaan_jumlah,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,),,,),
shop_membership,SELECT,"Show name, address road, and city for all branches sorted by open year.",toko_keanggotaan,SELECT,"Tampilkan nama, alamat jalan, dan kota untuk semua cabang yang diurutkan berdasarkan tahun buka."
,name,,,nama,
,",",,,",",
,address_road,,,alamat_jalan,
,",",,,",",
,city,,,kota,
,FROM,,,FROM,
,branch,,,cabang,
,ORDER,,,ORDER,
,BY,,,BY,
,open_year,,,tahun_terbuka,
shop_membership,SELECT,"What are the names, address roads, and cities of the branches ordered by opening year?",toko_keanggotaan,SELECT,"Apa saja nama, alamat jalan, dan kota cabang yang diurutkan berdasarkan tahun pembukaannya?"
,name,,,nama,
,",",,,",",
,address_road,,,alamat_jalan,
,",",,,",",
,city,,,kota,
,FROM,,,FROM,
,branch,,,cabang,
,ORDER,,,ORDER,
,BY,,,BY,
,open_year,,,tahun_terbuka,
shop_membership,SELECT,What are names for top three branches with most number of membership?,toko_keanggotaan,SELECT,Apa nama tiga cabang teratas dengan jumlah anggota terbanyak?
,name,,,nama,
,FROM,,,FROM,
,branch,,,cabang,
,ORDER,,,ORDER,
,BY,,,BY,
,membership_amount,,,keanggotaan_jumlah,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,3,,,3,
shop_membership,SELECT,What are the names for the 3 branches that have the most memberships?,toko_keanggotaan,SELECT,Apa nama 3 cabang yang mempunyai anggota terbanyak?
,name,,,nama,
,FROM,,,FROM,
,branch,,,cabang,
,ORDER,,,ORDER,
,BY,,,BY,
,membership_amount,,,keanggotaan_jumlah,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,3,,,3,
shop_membership,SELECT,Show all distinct city where branches with at least 100 memberships are located.,toko_keanggotaan,SELECT,Tunjukkan semua kota berbeda di mana cabang dengan setidaknya 100 keanggotaan berada.
,DISTINCT,,,DISTINCT,
,city,,,kota,
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,membership_amount,,,keanggotaan_jumlah,
,>,,,>,
,=,,,=,
,100,,,100,
shop_membership,SELECT,What are the different cities that have more than 100 memberships?,toko_keanggotaan,SELECT,Kota apa saja yang memiliki lebih dari 100 keanggotaan?
,DISTINCT,,,DISTINCT,
,city,,,kota,
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,membership_amount,,,keanggotaan_jumlah,
,>,,,>,
,=,,,=,
,100,,,100,
shop_membership,SELECT,List all open years when at least two shops are opened.,toko_keanggotaan,SELECT,Cantumkan semua tahun buka ketika setidaknya dua toko dibuka.
,open_year,,,tahun_terbuka,
,FROM,,,FROM,
,branch,,,cabang,
,GROUP,,,GROUP,
,BY,,,BY,
,open_year,,,tahun_terbuka,
,HAVING,,,HAVING,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
shop_membership,SELECT,What are the opening years in which at least two shops opened?,toko_keanggotaan,SELECT,Pada tahun berapa setidaknya dua toko dibuka?
,open_year,,,tahun_terbuka,
,FROM,,,FROM,
,branch,,,cabang,
,GROUP,,,GROUP,
,BY,,,BY,
,open_year,,,tahun_terbuka,
,HAVING,,,HAVING,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,>,,,>,
,=,,,=,
,2,,,2,
shop_membership,SELECT,Show minimum and maximum amount of memberships for all branches opened in 2011 or located at city London.,toko_keanggotaan,SELECT,Tunjukkan jumlah keanggotaan minimum dan maksimum untuk semua cabang yang dibuka pada tahun 2011 atau berlokasi di kota London.
,min,,,min,
,(,,,(,
,membership_amount,,,keanggotaan_jumlah,
,),,,),
,",",,,",",
,max,,,max,
,(,,,(,
,membership_amount,,,keanggotaan_jumlah,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,open_year,,,tahun_terbuka,
,=,,,=,
,2011,,,2011,
,OR,,,OR,
,city,,,kota,
,=,,,=,
,London,,,London,
,,,,,
shop_membership,SELECT,What are the minimum and maximum membership amounts for all branches that either opened in 2011 or are located in London?,toko_keanggotaan,SELECT,Berapa jumlah keanggotaan minimum dan maksimum untuk semua cabang yang dibuka pada tahun 2011 atau berlokasi di London?
,min,,,min,
,(,,,(,
,membership_amount,,,keanggotaan_jumlah,
,),,,),
,",",,,",",
,max,,,max,
,(,,,(,
,membership_amount,,,keanggotaan_jumlah,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,open_year,,,tahun_terbuka,
,=,,,=,
,2011,,,2011,
,OR,,,OR,
,city,,,kota,
,=,,,=,
,London,,,London,
,,,,,
shop_membership,SELECT,Show the city and the number of branches opened before 2010 for each city.,toko_keanggotaan,SELECT,Tunjukkan kota dan jumlah cabang yang dibuka sebelum tahun 2010 untuk setiap kota.
,city,,,kota,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,open_year,,,tahun_terbuka,
,<,,,<,
,2010,,,2010,
,GROUP,,,GROUP,
,BY,,,BY,
,city,,,kota,
shop_membership,SELECT,"For each city, how many branches opened before 2010?",toko_keanggotaan,SELECT,"Untuk setiap kota, berapa banyak cabang yang dibuka sebelum tahun 2010?"
,city,,,kota,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,branch,,,cabang,
,WHERE,,,WHERE,
,open_year,,,tahun_terbuka,
,<,,,<,
,2010,,,2010,
,GROUP,,,GROUP,
,BY,,,BY,
,city,,,kota,
shop_membership,SELECT,How many different levels do members have?,toko_keanggotaan,SELECT,Berapa banyak level berbeda yang dimiliki anggota?
,count,,,count,
,(,,,(,
,DISTINCT,,,DISTINCT,
,LEVEL,,,LEVEL,
,),,,),
,FROM,,,FROM,
,member,,,member,
shop_membership,SELECT,What are the different membership levels?,toko_keanggotaan,SELECT,Apa saja tingkat keanggotaan yang berbeda?
,count,,,count,
,(,,,(,
,DISTINCT,,,DISTINCT,
,LEVEL,,,LEVEL,
,),,,),
,FROM,,,FROM,
,member,,,member,
shop_membership,SELECT,"Show card number, name, and hometown for all members in a descending order of level.",toko_keanggotaan,SELECT,"Tampilkan nomor kartu, nama, dan kota asal semua anggota dalam urutan level menurun."
,card_number,,,nomor_kartu,
,",",,,",",
,name,,,nama,
,",",,,",",
,hometown,,,kampung_halaman,
,FROM,,,FROM,
,member,,,member,
,ORDER,,,ORDER,
,BY,,,BY,
,LEVEL,,,LEVEL,
,DESC,,,DESC,
shop_membership,SELECT,"What are the card numbers, names, and hometowns of every member ordered by descending level?",toko_keanggotaan,SELECT,"Berapakah nomor kartu, nama, dan kampung halaman setiap anggota, diurutkan berdasarkan tingkatan menurun?"
,card_number,,,nomor_kartu,
,",",,,",",
,name,,,nama,
,",",,,",",
,hometown,,,kampung_halaman,
,FROM,,,FROM,
,member,,,member,
,ORDER,,,ORDER,
,BY,,,BY,
,LEVEL,,,LEVEL,
,DESC,,,DESC,
shop_membership,SELECT,Show the membership level with most number of members.,toko_keanggotaan,SELECT,Tunjukkan tingkat keanggotaan dengan jumlah anggota terbanyak.
,LEVEL,,,LEVEL,
,FROM,,,FROM,
,member,,,member,
,GROUP,,,GROUP,
,BY,,,BY,
,LEVEL,,,LEVEL,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
shop_membership,SELECT,What is the membership level with the most people?,toko_keanggotaan,SELECT,Berapa tingkat keanggotaan yang paling banyak orangnya?
,LEVEL,,,LEVEL,
,FROM,,,FROM,
,member,,,member,
,GROUP,,,GROUP,
,BY,,,BY,
,LEVEL,,,LEVEL,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
shop_membership,SELECT,Show all member names and registered branch names sorted by register year.,toko_keanggotaan,SELECT,Menampilkan semua nama anggota dan nama cabang terdaftar yang diurutkan berdasarkan tahun pendaftaran.
,T3.name,,,T3.nama,
,",",,,",",
,T2.name,,,T2.nama,
,FROM,,,FROM,
,membership_register_branch,,,keanggotaan_daftar_cabang,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,branch,,,cabang,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.branch_id,,,T1.id_branch,
,=,,,=,
,T2.branch_id,,,T2.id_branch,
,JOIN,,,JOIN,
,member,,,member,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.member_id,,,T1.id_member,
,=,,,=,
,T3.member_id,,,T3.id_member,
,ORDER,,,ORDER,
,BY,,,BY,
,T1.register_year,,,T1.register_year,
shop_membership,SELECT,What are the names of the members and branches at which they are registered sorted by year of registration?,toko_keanggotaan,SELECT,Apa nama anggota dan cabang tempat mereka terdaftar diurutkan berdasarkan tahun pendaftaran?
,T3.name,,,T3.nama,
,",",,,",",
,T2.name,,,T2.nama,
,FROM,,,FROM,
,membership_register_branch,,,keanggotaan_daftar_cabang,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,branch,,,cabang,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.branch_id,,,T1.id_branch,
,=,,,=,
,T2.branch_id,,,T2.id_branch,
,JOIN,,,JOIN,
,member,,,member,
,AS,,,AS,
,T3,,,T3,
,ON,,,ON,
,T1.member_id,,,T1.id_member,
,=,,,=,
,T3.member_id,,,T3.id_member,
,ORDER,,,ORDER,
,BY,,,BY,
,T1.register_year,,,T1.register_year,
shop_membership,SELECT,Show all branch names with the number of members in each branch registered after 2015.,toko_keanggotaan,SELECT,Tampilkan seluruh nama cabang dengan jumlah anggota di setiap cabang yang terdaftar setelah tahun 2015.
,T2.name,,,T2.nama,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,membership_register_branch,,,keanggotaan_daftar_cabang,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,branch,,,cabang,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.branch_id,,,T1.id_branch,
,=,,,=,
,T2.branch_id,,,T2.id_branch,
,WHERE,,,WHERE,
,T1.register_year,,,T1.register_year,
,>,,,>,
,2015,,,2015,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.branch_id,,,T2.id_branch,
shop_membership,SELECT,"For each branch id, what are the names of the branches that were registered after 2015?",toko_keanggotaan,SELECT,"Untuk setiap id cabang, apa nama cabang yang didaftarkan setelah tahun 2015?"
,T2.name,,,T2.nama,
,",",,,",",
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,membership_register_branch,,,keanggotaan_daftar_cabang,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,branch,,,cabang,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.branch_id,,,T1.id_branch,
,=,,,=,
,T2.branch_id,,,T2.id_branch,
,WHERE,,,WHERE,
,T1.register_year,,,T1.register_year,
,>,,,>,
,2015,,,2015,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.branch_id,,,T2.id_branch,
shop_membership,SELECT,Show member names without any registered branch.,toko_keanggotaan,SELECT,Tampilkan nama anggota tanpa cabang terdaftar.
,name,,,nama,
,FROM,,,FROM,
,member,,,member,
